#{"t_start": 1763588585.6588113, "env_id": "None"}
r,l,t
-774.4006,527,167.738348
-805.10034,471,167.758235
-775.4006,526,167.773171
-760.3007,573,175.322468
-821.1003,444,175.526981
-722.10095,642,175.672112
-802.7004,480,175.835591
-748.1007,594,175.878535
-790.20044,509,175.973263
-778.30054,511,175.998097
-776.40045,536,176.191736
-770.6006,566,176.259104
-740.50085,606,176.339933
-784.3005,505,176.366115
-723.301,665,176.463875
-846.50006,379,176.503113
-790.3004,510,176.515978
-764.80066,565,176.763831
-793.4005,497,176.810964
-824.4004,433,176.898797
-751.90076,577,176.914747
-846.6001,369,177.110849
-781.30054,519,177.182816
-778.30054,522,177.213425
-785.80054,509,177.300206
-847.00006,362,177.362633
-697.7012,717,177.445973
-852.6,352,177.491561
-750.7008,620,177.534715
-866.6998,306,177.63667
-767.7006,537,177.706147
-871.4998,310,177.742697
-765.1006,544,177.824099
-902.9999,229,177.906718
-816.3003,440,177.926085
-815.8003,435,178.176771
-769.8006,525,178.25764
-825.7002,413,178.346684
-775.1005,534,178.414296
-690.7012,713,178.562737
-813.9003,438,178.642512
-804.50037,476,178.82605
-746.6008,601,178.875123
-710.7009,660,186.054897
-759.9006,558,186.116309
-796.40045,494,186.355371
-761.7006,565,186.573221
-727.10095,659,186.581455
-773.80054,510,186.667286
-848.50006,366,186.805994
-811.20026,466,186.816901
-715.401,674,186.840134
-786.3004,492,186.900775
-775.7005,529,187.026398
-688.2012,721,187.094351
-862.3999,318,187.433271
-777.5006,525,187.473376
-781.2006,540,187.505622
-854.30005,336,187.586646
-690.6012,745,187.649177
-777.6006,515,187.673534
-776.4005,536,187.742184
-729.00085,656,187.785704
-724.00085,650,187.915112
-859.0,339,188.007248
-731.2009,656,188.188874
-781.3005,497,188.330238
-780.10046,529,188.351396
-787.5005,493,188.455172
-762.50073,562,188.509339
-750.6007,575,188.944164
-700.7011,725,188.972714
-667.6013,768,188.999917
-782.40063,519,189.037889
-842.8001,364,189.055034
-805.3003,440,189.072184
-793.4005,497,189.142737
-610.20184,920,189.177369
-630.70166,872,189.328791
-743.7008,605,196.207062
-781.10046,506,196.463481
-756.60077,580,196.610506
-747.7007,579,196.710704
-754.50085,592,196.714006
-763.6006,540,196.718972
-715.50104,686,196.808611
-715.60095,665,196.813701
-778.4005,501,196.840408
-789.10046,476,196.967393
-696.30115,703,197.01383
-828.20026,416,197.291171
-843.3001,369,197.449379
-775.00055,511,197.560002
-774.2005,525,197.582189
-773.5006,529,197.701678
-740.5008,595,197.805266
-644.50146,812,197.810407
-848.3,342,197.870479
-657.90137,781,198.016167
-860.2999,319,198.089396
-671.5012,741,198.200873
-762.8006,554,198.364966
-644.5015,823,198.379021
-861.4999,320,198.383752
-755.4007,557,198.489903
-769.4005,532,198.559655
-786.9004,498,198.611778
-715.90094,657,198.859014
-767.7006,537,198.875133
-788.7005,494,198.880403
-886.4999,262,199.028951
-766.90063,540,199.066393
-779.5005,512,199.19101
-908.3999,206,199.368371
-861.1999,328,199.409735
-783.2006,538,199.428688
-704.101,671,199.461777
-803.4004,454,206.809921
-662.7014,785,206.889479
-747.7008,579,207.11072
-610.5017,912,207.293461
-843.5001,371,207.433699
-756.50073,568,207.488883
-717.9012,677,207.568907
-751.5008,584,207.822991
-697.9012,719,208.07797
-740.3008,615,208.170073
-669.6013,766,208.281588
-759.40063,542,208.509279
-739.2009,637,208.521674
-678.40125,744,208.527199
-863.79987,321,208.546937
-762.90063,555,208.6581
-702.301,675,209.028363
-778.6005,503,209.192469
-647.40155,830,209.253475
-822.0003,431,209.352032
-790.8005,493,209.478854
-693.1011,704,209.497775
-781.20044,496,209.591003
-766.2007,555,209.5996
-746.3008,587,209.628341
-683.8013,762,209.72681
-813.7003,447,209.806797
-833.60016,393,209.866354
-790.0005,485,210.210344
-734.301,643,210.404157
-861.1999,317,210.474453
-794.8004,478,210.49619
-748.7008,589,210.531719
-705.0011,691,218.131574
-667.40137,777,218.133852
-717.7009,653,218.15502
-776.30054,502,218.275003
-611.80194,955,218.372763
-612.1018,906,218.402717
-768.80066,537,218.55113
-762.80066,554,218.675062
-833.20013,389,219.089146
-768.6006,535,219.137929
-762.80054,554,219.154708
-611.9019,926,219.317482
-606.20184,924,219.371753
-770.2007,540,219.535823
-863.5999,319,219.694807
-686.2014,773,219.781145
-614.30176,917,219.820107
-629.90173,886,219.884931
-682.8013,733,219.971361
-839.50006,386,219.993315
-864.09985,313,220.337947
-829.7002,409,220.374557
-774.8005,509,220.388822
-677.2013,754,220.451894
-865.8999,309,220.484762
-634.90186,912,220.739238
-862.1999,316,220.937955
-602.2018,917,220.953876
-724.80096,658,221.004937
-673.0014,778,221.114197
-773.30054,516,221.276594
-665.9014,784,221.343039
-789.5005,513,221.383796
-863.1999,315,221.494088
-655.9014,794,228.445121
-772.5006,541,228.597777
-616.8018,909,228.745485
-713.501,677,228.878186
-719.3009,658,228.940632
-622.90173,893,228.989021
-772.10065,537,229.120149
-724.001,639,229.136183
-861.1,327,229.445729
-605.10187,924,229.577602
-608.0019,920,229.689994
-671.20135,790,229.981482
-599.7018,914,230.040009
-720.60095,649,230.112128
-653.30145,812,230.180438
-717.80096,654,230.307666
-699.60114,703,230.371885
-662.10144,790,230.386558
-696.7011,696,230.867319
-838.8002,379,230.92429
-779.9005,516,230.948339
-597.2019,944,231.098034
-708.801,663,231.111993
-610.2018,909,231.172713
-668.6013,756,231.361243
-865.2999,325,231.583857
-671.20135,771,231.750859
-614.7017,899,231.767148
-836.2002,386,239.038569
-603.30176,917,239.170511
-708.101,667,239.250953
-707.801,675,239.450619
-706.6011,685,239.478057
-862.5999,320,239.704916
-599.30194,954,239.785163
-691.8012,724,240.118155
-654.9016,828,240.137595
-577.2021,986,240.189391
-648.8014,822,240.290481
-778.30054,522,240.322093
-710.40094,657,240.34644
-643.7015,815,240.393471
-760.0006,548,240.680691
-697.6012,727,240.680754
-728.5009,640,240.750551
-686.0011,710,241.276513
-727.0009,647,241.377985
-625.7017,888,241.566311
-626.70166,887,241.635485
-710.40094,668,241.770233
-613.2018,917,241.812206
-601.40186,942,241.82286
-603.0018,925,241.892008
-603.9019,934,242.19366
-621.90186,894,242.199973
-768.4006,533,249.601922
-699.20105,699,249.601991
-666.0013,763,249.824863
-777.2005,511,249.919614
-708.501,671,250.072377
-692.0011,704,250.187649
-594.8019,942,250.397884
-617.5017,908,250.529016
-860.5999,311,250.729787
-713.10095,662,250.76202
-658.0016,815,250.791773
-709.401,669,250.988582
-593.5019,951,251.013338
-689.5011,712,251.147676
-602.4018,919,251.190939
-706.301,671,251.54343
-639.6017,862,251.54973
-703.701,667,251.671463
-701.9011,693,251.914217
-694.801,699,251.957001
-718.0009,656,252.1421
-634.0016,861,252.269753
-703.4011,686,252.342166
-613.6017,888,252.528797
-622.1017,896,252.759716
-756.7007,570,252.912938
-634.80176,869,253.065867
-626.7016,876,253.071095
-633.3016,854,260.350221
-609.00183,908,260.704321
-654.0015,819,260.737839
-633.20166,864,260.969188
-622.4017,888,261.083235
-600.30176,920,261.330476
-633.5017,867,261.454
-710.50104,691,261.46734
-653.0015,820,261.524922
-872.6998,300,261.593972
-624.80176,890,261.87133
-602.00195,948,261.877638
-635.0016,849,262.159097
-617.0017,889,262.266474
-650.4014,816,262.350718
-766.9006,551,262.389959
-770.2007,540,262.44091
-820.90027,431,262.63874
-612.30176,908,262.877536
-638.7016,842,263.053873
-694.0011,702,263.110163
-582.902,977,263.138796
-763.6006,551,263.249808
-708.0011,688,263.380181
-731.7009,628,263.447494
-704.901,679,263.564231
-599.60187,935,270.804584
-591.80194,956,271.010998
-705.1011,692,271.01632
-589.30194,964,271.248931
-617.20166,891,271.287254
-609.2018,899,271.382246
-627.10175,888,271.493053
-630.0017,876,271.625603
-603.10187,928,271.798459
-604.90173,911,271.888201
-604.5018,907,272.448524
-614.40173,896,272.652934
-611.2019,930,272.714395
-622.9017,871,272.897966
-605.6019,940,272.97448
-666.9014,783,273.055075
-607.40186,914,273.066549
-695.30115,715,273.196541
-562.8022,1018,273.352458
-763.0006,545,273.385826
-628.0017,878,273.387894
-844.50006,370,273.992102
-698.40106,691,274.054605
-768.90063,538,274.090151
-706.601,663,280.917288
-589.00195,950,281.058728
-708.10095,667,281.194122
-541.20245,1099,281.236263
-577.70215,991,281.363672
-570.80206,999,281.46495
-766.20056,533,281.608123
-708.701,673,281.893348
-530.8023,1083,281.8952
-760.0007,548,281.936671
-706.70105,675,282.002976
-646.3015,819,282.168027
-706.401,683,282.305678
-759.8006,546,282.367364
-704.00104,692,282.369649
-702.70105,679,282.726303
-580.5021,986,282.971748
-775.20056,524,283.026012
-617.90173,887,283.380767
-596.10187,933,283.410249
-592.1021,981,283.487682
-559.8022,1032,283.679095
-633.5017,867,283.701155
-588.80194,959,283.909281
-588.50195,967,283.920559
-606.3019,914,284.232735
-609.80176,905,291.310515
-560.6023,1040,291.587273
-614.80176,900,291.746536
-740.90094,621,291.811752
-579.802,979,291.848348
-577.702,969,291.940036
-592.90186,945,292.088667
-568.40216,1008,292.209055
-760.3006,562,292.493341
-553.60236,1058,292.503278
-604.20184,926,292.569719
-813.2003,431,292.786766
-707.701,674,292.837644
-511.0025,1138,293.153941
-601.00195,949,293.345209
-559.20233,1059,293.561676
-566.4021,1021,293.595021
-593.40204,961,293.777242
-647.8015,823,293.909308
-619.7018,883,293.939479
-708.00104,677,293.941402
-576.10205,997,294.110931
-601.8018,913,294.27027
-598.20184,954,301.707749
-533.90234,1081,301.722747
-610.8018,904,301.84564
-798.5004,471,301.851934
-597.10187,932,301.9221
-587.7019,959,302.323555
-588.5021,978,302.32362
-549.20233,1069,302.338618
-537.90216,1044,302.458884
-799.7004,472,302.622067
-537.80237,1087,302.704143
-647.1015,816,303.261003
-524.1023,1082,303.618876
-584.7019,962,303.638527
-501.80267,1167,303.793622
-588.502,967,304.069746
-607.2019,923,304.142867
-535.0023,1081,304.306205
-531.50244,1101,304.3612
-819.70026,430,304.709567
-541.6023,1070,304.750618
-547.50226,1052,304.80913
-632.1017,853,311.952606
-586.1019,943,312.416261
-540.00244,1098,312.756659
-709.3011,679,312.942305
-523.0024,1104,313.248295
-619.80176,906,313.382078
-507.9028,1184,313.45114
-524.10236,1093,313.454363
-597.4019,946,313.536352
-494.40268,1181,313.592294
-502.1026,1159,314.132859
-561.20215,1024,314.35759
-707.40106,682,314.626343
-570.70215,1009,314.75548
-494.20267,1179,314.8781
-598.70197,948,315.105535
-489.30267,1185,315.312211
-529.4024,1091,315.460525
-697.0011,699,315.507306
-505.80276,1196,315.527508
-500.80267,1190,315.585993
-591.50183,942,322.723377
-778.10065,531,322.805861
-591.5021,964,323.266803
-498.20267,1175,323.759712
-534.7024,1122,324.020521
-566.80206,1003,324.029997
-590.402,953,324.133808
-584.002,988,324.150215
-544.0023,1061,324.34054
-506.70267,1172,324.582251
-511.70255,1134,324.691601
-488.70273,1201,324.727676
-526.5024,1106,325.14312
-803.60034,456,325.371599
-584.0021,988,325.430853
-607.40186,925,325.763501
-547.4023,1062,325.878206
-538.0025,1111,325.95168
-526.30255,1126,326.092407
-554.70233,1058,333.062733
-517.00256,1143,333.544224
-486.2024,1198,333.673514
-696.5011,705,333.916245
-512.1026,1149,333.959271
-701.6011,679,334.075691
-535.20245,1105,334.107713
-655.3016,821,334.167058
-861.8999,313,334.174667
-466.80197,1224,334.369197
-529.50244,1103,334.495217
-542.80225,1060,334.914349
-691.4011,698,335.254513
-708.201,668,335.340734
-531.10236,1086,335.502336
-526.70245,1108,335.940417
-522.8025,1124,336.209527
-540.70245,1094,336.22463
-529.7024,1105,336.253211
-536.80237,1077,336.515411
-500.90253,1147,336.541801
-604.20184,926,336.605479
-531.5022,1068,344.458676
-596.8018,929,344.848989
-443.2012,1296,344.892992
-430.90085,1316,345.06389
-556.0022,1038,345.240821
-599.20184,931,345.354047
-486.50235,1179,345.508525
-474.00198,1208,345.529178
-503.1026,1169,345.718104
-510.30255,1142,345.752827
-585.002,976,346.021844
-707.201,669,346.659617
-527.40234,1093,346.709487
-520.9026,1149,346.756695
-524.6024,1109,346.920531
-712.401,666,347.202461
-491.40265,1173,347.241297
-493.70264,1174,347.359271
-548.2022,1059,354.758192
-475.6023,1202,354.783161
-483.30203,1180,355.012087
-761.5006,541,355.086798
-649.4016,855,355.420195
-587.30194,977,355.598544
-523.90234,1080,355.921188
-883.9999,270,356.114429
-603.8019,933,356.257501
-542.1023,1064,356.323547
-533.30237,1086,356.399482
-550.40234,1103,356.778413
-464.10196,1241,357.005349
-581.00195,969,357.187979
-474.60202,1214,357.20898
-436.6012,1285,357.451411
-685.6013,739,357.7546
-514.20245,1126,357.935699
-484.6025,1182,358.203493
-492.00275,1201,365.469342
-465.1019,1251,365.616191
-549.4022,1038,365.901899
-568.1022,1027,366.100715
-549.8021,1020,366.272527
-388.4999,1387,366.288701
-499.1027,1173,366.314858
-539.3023,1069,366.670122
-465.802,1236,367.147416
-513.9025,1145,367.271423
-524.4024,1118,367.39271
-775.4005,515,367.552328
-509.90256,1149,367.616901
-538.5024,1083,367.788269
-572.502,983,367.963359
-474.702,1204,368.147258
-496.10263,1165,368.272019
-443.40128,1287,368.502188
-601.50183,921,368.810307
-495.0026,1187,375.916057
-542.70233,1059,376.150888
-484.4025,1180,376.299237
-442.6014,1279,376.324001
-483.6022,1194,376.542043
-576.302,977,376.557017
-474.30203,1211,376.758244
-539.6023,1072,377.07976
-412.1003,1359,377.345906
-494.50266,1171,377.603675
-503.00256,1146,377.941037
-480.90262,1222,378.337485
-504.70258,1152,378.371205
-544.7023,1057,378.471386
-464.50186,1256,378.574866
-551.40216,1025,378.646506
-502.40262,1162,379.280303
-794.4005,485,386.11922
-363.0994,1496,386.147632
-429.5007,1313,386.662963
-423.70084,1299,386.886448
-578.602,967,387.300042
-697.101,689,387.390475
-698.30115,690,387.436545
-373.19937,1432,387.443794
-498.5026,1156,387.471523
-400.6001,1387,387.759247
-555.9021,1015,388.009321
-393.29984,1391,388.025769
-813.80035,437,388.200807
-623.30164,864,388.465991
-649.60144,797,388.866899
-555.2021,1019,389.129115
-387.19916,1449,389.276021
-496.80264,1172,389.518699
-584.00195,955,396.846941
-405.00034,1354,396.853828
-528.60236,1083,396.899598
-395.89923,1470,397.317584
-402.4004,1372,397.375585
-498.50262,1167,397.847713
-386.9998,1394,397.847787
-500.00262,1160,398.112453
-759.7007,545,398.259185
-576.50195,968,398.559946
-477.40234,1198,398.57071
-380.7996,1409,398.690418
-525.3024,1105,398.733577
-489.8026,1168,398.841182
-398.70016,1368,399.687793
-406.9994,1441,407.445172
-385.19922,1451,407.461009
-448.00146,1245,407.498987
-509.60248,1124,407.599503
-373.0994,1431,407.665417
-464.7018,1225,408.042007
-417.30066,1323,408.090765
-399.9,1369,408.122286
-360.29922,1457,408.138661
-574.80194,973,408.480558
-467.60208,1232,409.689325
-392.09998,1368,410.055483
-358.19925,1458,410.067847
-371.699,1439,410.074613
-497.20258,1154,410.235015
-363.09927,1474,410.286111
-462.90186,1240,410.3637
-438.2014,1312,410.452232
-408.4005,1355,410.471778
-877.7998,285,410.540165
-705.20105,671,410.773556
-388.4994,1470,418.249482
-796.6005,485,418.258213
-751.0008,590,418.6479
-829.6002,397,419.295242
-362.09915,1442,419.658297
-403.59918,1458,419.674875
-435.90115,1300,419.729298
-465.80185,1225,419.787476
-362.69937,1459,419.876253
-370.59924,1450,420.09821
-378.0995,1415,420.341183
-766.90063,540,420.704199
-368.0994,1447,420.723513
-360.9993,1453,420.743356
-710.0011,675,421.258238
-738.5009,619,421.41802
-436.00085,1322,421.555037
-482.50244,1172,428.516702
-473.6022,1204,428.518916
-722.40094,645,428.604191
-428.70096,1305,428.88967
-368.29935,1438,428.905654
-773.0006,524,429.414281
-494.6026,1161,429.522881
-369.09933,1435,430.02614
-489.80264,1179,430.118504
-622.30164,865,430.142195
-462.602,1237,430.387443
-481.30237,1182,430.610665
-537.6023,1063,430.785555
-378.19962,1416,430.839334
-420.40063,1332,431.290598
-707.101,668,431.630198
-390.39993,1384,432.11713
-356.59903,1453,432.137308
-660.0014,780,439.419263
-418.40067,1312,439.533779
-427.901,1297,439.613783
-368.99942,1456,439.843146
-437.50125,1283,440.018183
-388.49988,1398,440.36
-732.8009,617,440.401462
-656.60144,801,440.52374
-706.50104,673,440.614555
-449.20145,1268,440.887097
-363.3992,1444,440.909016
-619.4016,880,441.042467
-768.40063,533,441.283505
-433.80103,1312,441.351789
-865.89996,309,441.403001
-762.2007,559,441.443627
-759.1007,550,441.764845
-406.0004,1353,442.032021
-709.101,666,442.108241
-594.1019,946,442.14625
-409.9005,1348,442.208078
-733.3009,611,442.335112
-379.19962,1426,449.566053
-609.80176,905,449.745259
-742.3009,602,449.963214
-452.30142,1266,450.357039
-368.09927,1447,450.492283
-641.3016,835,450.562505
-445.10123,1271,450.980723
-365.19937,1451,451.002144
-374.8992,1449,451.388721
-725.7009,634,451.40691
-374.29886,1443,451.438571
-388.89923,1461,451.930463
-837.1002,395,452.081121
-366.39932,1463,452.129182
-361.39932,1457,452.404604
-477.30215,1208,452.561805
-489.10284,1216,452.652539
-411.50052,1342,460.961064
-702.6011,689,461.028704
-479.1024,1182,461.123348
-362.0994,1453,461.1448
-370.79935,1452,461.597268
-806.80035,444,461.837015
-433.80112,1290,461.909968
-367.49918,1430,462.281028
-482.5024,1172,462.33203
-419.70068,1314,462.35516
-639.1017,857,462.615558
-358.99924,1455,462.736835
-501.50247,1131,462.950268
-481.70242,1175,463.226082
-742.20087,601,463.434756
-358.2991,1448,464.222662
-383.1997,1411,471.471005
-353.2988,1464,471.494178
-477.70215,1201,471.587604
-362.6995,1481,472.021815
-380.09964,1413,472.254601
-479.20242,1183,472.416306
-376.099,1464,472.453661
-366.3992,1441,472.621616
-871.29987,297,472.929096
-649.10156,814,472.937526
-362.59927,1458,473.067915
-806.9003,445,473.711845
-356.89932,1500,473.864411
-364.39908,1443,473.997864
-382.59973,1427,474.072258
-357.29874,1482,474.555136
-400.30008,1373,474.586064
-549.20233,1069,474.768358
-391.40002,1383,481.791897
-356.29926,1483,481.80282
-773.2006,526,482.273167
-363.59915,1457,482.337207
-417.80054,1328,482.707207
-437.40128,1293,482.945325
-362.99905,1451,483.064335
-349.29898,1468,483.295692
-350.79874,1472,483.889248
-370.49942,1449,484.078809
-404.70035,1362,484.17631
-352.2991,1476,484.396757
-353.99905,1471,485.031742
-363.49896,1467,485.110595
-461.90167,1230,485.372057
-461.00177,1243,493.94357
-349.699,1472,493.961486
-488.50262,1177,494.101866
-500.00253,1149,494.6657
-399.10022,1372,495.247946
-356.09915,1459,495.503669
-348.99893,1465,495.730606
-400.1,1360,496.157368
-449.20126,1257,496.216214
-488.40268,1187,496.250451
-355.19913,1472,496.292454
-489.0026,1160,496.341883
-353.199,1474,496.782215
-352.59903,1468,497.395733
-538.7024,1085,497.52137
-352.59903,1479,505.358996
-530.80225,1061,505.463975
-359.99905,1454,505.773606
-379.59958,1419,506.177174
-351.39896,1467,506.224941
-367.2993,1439,506.24937
-383.89905,1467,506.337992
-363.2993,1454,506.705633
-476.30215,1209,506.943916
-544.0022,1061,507.120058
-376.09955,1417,507.168526
-737.7008,611,507.305264
-375.19962,1463,507.923973
-383.39966,1391,508.068851
-543.1023,1063,508.4671
-349.59866,1471,515.642423
-363.0994,1452,515.68905
-364.79926,1469,515.692541
-924.49994,180,515.996995
-505.60245,1128,516.119725
-491.00262,1169,516.389819
-360.39908,1469,516.515733
-378.99966,1424,516.623047
-560.302,1004,516.688581
-549.7023,1052,517.36841
-755.6007,570,517.495482
-363.5994,1446,517.609521
-365.29947,1441,518.175986
-368.09927,1436,518.21386
-469.9019,1211,518.271373
-389.59924,1448,518.544064
-414.70047,1319,518.669021
-625.30164,862,518.861263
-406.40012,1357,518.974592
-364.09915,1429,526.606554
-367.29922,1450,527.689507
-696.0011,689,527.746333
-365.19913,1451,527.84477
-469.60184,1219,528.201324
-367.19925,1427,528.681174
-364.09915,1440,528.758915
-409.00027,1339,529.00882
-381.69962,1407,529.457572
-705.401,662,529.662715
-371.79947,1429,529.934189
-369.7994,1442,530.327423
-695.6011,696,531.242642
-695.801,687,531.413813
-358.89908,1443,531.448922
-366.9989,1447,531.499143
-357.8993,1455,539.324633
-357.89926,1444,539.586729
-551.802,1007,539.636804
-363.7991,1448,539.653214
-351.99893,1462,539.83443
-601.60175,900,540.316027
-358.69922,1441,540.653879
-738.9009,612,540.7659
-818.2003,437,541.206992
-492.10254,1158,541.536927
-364.79898,1436,541.615349
-536.3022,1050,541.71226
-360.69888,1450,541.718228
-368.29935,1438,541.764669
-356.29886,1461,542.564516
-367.39932,1451,542.857041
-536.7022,1054,542.949095
-701.20105,675,543.101842
-496.10254,1154,550.358369
-853.1,346,550.822536
-437.40115,1304,550.982861
-442.6011,1268,551.299086
-368.0993,1425,551.444156
-353.49893,1477,551.628474
-363.59927,1457,551.632772
-477.90207,1192,551.787859
-494.80264,1174,552.053486
-849.30005,352,552.207065
-412.20035,1338,552.252978
-437.10107,1290,552.565157
-340.49844,1501,553.62084
-354.09903,1461,553.74176
-424.80048,1316,554.058646
-636.8016,834,554.087316
-363.99918,1439,554.1321
-493.40256,1160,554.198471
-353.29892,1464,562.063854
-357.59915,1452,562.470562
-350.8991,1473,562.661133
-353.09903,1462,562.981558
-575.6024,1162,563.659595
-361.09915,1465,563.880501
-358.89917,1443,563.937663
-352.39914,1455,564.22867
-361.5991,1437,564.234465
-353.19864,1485,564.357357
-360.4993,1459,564.677054
-350.89883,1462,565.092931
-349.89896,1474,565.303328
-361.2991,1445,573.096259
-349.3989,1469,573.843623
-355.0991,1449,574.043036
-352.099,1452,574.118426
-532.4024,1088,574.228044
-356.2991,1450,574.445823
-351.99905,1462,574.473098
-350.79898,1461,574.616404
-357.4993,1462,575.538787
-343.79868,1479,575.844654
-356.59897,1453,576.113906
-450.00137,1254,576.794798
-358.69913,1452,577.033916
-449.60123,1250,585.445563
-418.50064,1335,585.475587
-345.09885,1492,585.561543
-355.59912,1443,585.683539
-288.3973,1607,585.698892
-354.6991,1445,586.744596
-346.3987,1483,587.14715
-348.29874,1458,587.312209
-383.4996,1403,587.721202
-354.99905,1459,587.997479
-417.6005,1315,588.23408
-350.5989,1459,588.297686
-357.1993,1448,588.35855
-327.298,1523,588.423824
-350.7987,1472,588.506187
-850.30005,362,588.859815
-350.39893,1457,596.743827
-354.29892,1463,597.052615
-464.5018,1223,597.192411
-344.39847,1485,597.25023
-537.20215,1048,597.564126
-545.6021,1022,597.603867
-463.6018,1214,597.70895
-353.69888,1457,597.828551
-345.69882,1476,598.194066
-692.4011,697,598.369611
-354.99893,1459,598.618713
-347.5986,1473,599.139484
-464.2018,1220,599.165182
-491.2026,1171,599.460884
-333.89822,1501,599.48862
-485.2023,1177,599.611727
-349.49844,1481,607.142807
-613.10175,894,607.21852
-347.69888,1474,607.3648
-447.2012,1259,607.592107
-344.29874,1495,607.814529
-596.3019,935,607.857031
-613.5019,926,608.177058
-760.30066,540,608.74296
-359.09927,1456,608.776943
-431.70084,1291,608.840766
-423.70065,1310,609.005855
-486.70242,1170,609.184301
-486.70242,1203,609.702467
-346.49863,1484,609.848658
-349.3987,1480,610.007113
-355.69907,1455,610.516564
-349.5988,1471,618.09538
-537.4022,1050,618.225516
-634.70154,835,618.616717
-652.70135,784,618.660681
-346.09894,1480,618.834808
-355.8989,1479,618.877112
-639.50146,817,618.896887
-346.19846,1492,618.994301
-349.19876,1467,619.319883
-642.60144,804,620.325835
-655.1014,786,620.567754
-600.20184,930,620.65798
-356.59903,1453,620.804218
-640.50146,827,621.081213
-341.69852,1480,621.24296
-356.99887,1457,621.311305
-494.70264,1173,621.35143
-460.1017,1234,621.408236
-443.10123,1273,621.616798
-848.5,344,621.73719
-638.4015,817,629.095587
-544.50214,1033,629.20424
-554.0021,1018,629.352819
-615.3019,916,629.360995
-666.4013,756,629.618842
-623.6016,867,629.652935
-628.8016,853,629.686847
-545.40216,1031,630.346003
-379.29947,1416,630.656224
-639.3015,826,630.982452
-343.19852,1484,630.997152
-636.9015,824,631.014947
-550.0021,1022,631.030955
-355.19894,1461,631.593232
-821.90027,419,631.697943
-285.29694,1609,631.72667
-358.099,1446,631.729792
-624.7016,856,631.765888
-365.09927,1472,632.187708
-618.20166,879,640.160776
-431.70105,1291,640.851092
-345.8986,1478,641.183876
-171.19403,1854,641.476321
-435.60086,1286,641.630005
-356.09924,1448,641.86254
-359.4993,1449,641.898463
-276.0969,1638,642.081957
-867.9999,297,642.128065
-285.79712,1614,642.233478
-357.49918,1440,642.298697
-281.397,1625,643.053709
-347.79874,1475,643.453806
-616.4017,883,643.458694
-634.60156,834,651.216375
-356.49915,1452,651.23635
-346.1986,1481,651.595259
-480.8024,1177,651.728933
-692.5011,698,651.75318
-312.69788,1542,652.104283
-356.89917,1445,652.315328
-303.7976,1574,652.342655
-617.50165,872,652.433289
-309.79797,1546,653.79561
-302.59763,1573,653.855638
-362.69937,1437,653.949401
-483.7025,1184,654.046152
-353.8991,1448,654.097406
-348.099,1467,654.157392
-0.8894043,2230,661.913092
-333.1985,1516,662.136539
-345.2988,1472,662.180422
-296.0974,1585,662.306123
-815.40027,431,662.945637
-437.9011,1287,663.642128
-352.799,1448,663.660886
-339.2985,1511,663.710271
-318.3982,1544,663.953262
-344.9988,1491,663.96752
-351.99854,1473,664.046571
-429.901,1295,664.551
-336.49857,1494,664.594715
-357.09912,1447,664.668836
-470.90198,1210,673.054775
-238.19583,1721,673.195012
-448.30154,1259,673.41269
-321.09793,1538,673.635705
-403.70032,1352,673.683609
-307.59778,1579,673.696905
-341.59866,1490,673.82243
-488.00262,1172,673.875513
-395.69983,1371,674.260952
-340.89868,1494,674.530011
-592.3018,928,674.687186
-412.50037,1341,675.608312
-471.40186,1215,675.894162
-359.29907,1447,676.099541
-415.80057,1341,676.119078
-405.90042,1363,676.409417
-338.89856,1496,676.541779
-447.60144,1252,684.322867
-334.29834,1527,684.34942
-342.5984,1489,684.557409
-483.60254,1183,684.980231
-572.102,979,685.016921
-34.290405,2179,685.031967
-445.0015,1270,685.510128
-488.9026,1159,685.642316
-353.79907,1458,685.661927
-342.99863,1493,686.137766
-479.20233,1183,686.551923
-417.9005,1318,686.56373
-347.69897,1463,686.777154
-381.2997,1414,695.167879
-361.39917,1457,695.223033
-347.19873,1491,695.240686
-337.89865,1508,695.950942
-297.7974,1591,695.962196
-377.1996,1428,696.29681
-246.19614,1713,696.33094
-511.7025,1134,696.437053
-381.19962,1424,696.725857
-349.59872,1482,696.81175
-498.5026,1156,697.237983
-369.8993,1432,697.646039
-277.59708,1620,698.052616
-301.29767,1582,706.509869
-288.39722,1607,706.564329
-337.99857,1498,706.830831
-351.49915,1479,707.063111
-345.29898,1472,707.530315
-351.19897,1454,707.942523
-14.589685,2224,707.97037
101044.016,2354,708.188107
-397.09995,1374,708.245529
-28.7901,2179,708.416017
-339.7987,1494,709.249547
-300.09766,1581,709.347616
-347.39893,1460,709.74227
-335.9985,1500,717.235817
-398.30023,1375,717.4424
-394.0,1376,717.473822
-401.8003,1355,717.652412
-355.49927,1453,717.856947
101046.914,2336,718.000451
-539.2022,1046,718.068051
-546.20215,1028,718.500946
-341.8986,1493,718.924381
101037.61,2319,719.55787
-354.09924,1450,720.191977
-347.49915,1461,720.414174
-402.40015,1350,720.446126
-398.50012,1355,720.709946
-206.29483,1798,727.975655
-304.69778,1572,728.117629
-405.40033,1347,728.235781
-0.089501955,2255,728.567005
-360.79932,1440,728.795562
-413.5006,1329,729.170178
-480.1023,1203,729.414258
-402.90027,1355,729.875619
-348.79883,1474,730.046335
-347.0989,1457,730.259482
-415.60062,1317,730.320532
